fighter,opp_fighter,title_bout,weight_class,stance,opp_stance,male,diff_reach_cms,diff_height_cms,diff_weight_lbs,diff_age,diff_wins,diff_losses,diff_avg_sig_str_landed,diff_avg_sig_str_pct,diff_avg_sub_att,diff_avg_td_landed,diff_avg_td_pct,winner
Thiago Santos,Johnny Walker,False,Light Heavyweight,Orthodox,Orthodox,1,-15.240000000000009,-10.159999999999997,0,8,8,6,0.5300000000000002,-0.10999999999999999,-0.6,0.37,-0.64,1
Johnny Walker,Thiago Santos,False,Light Heavyweight,Orthodox,Orthodox,1,15.240000000000009,10.159999999999997,0,-8,-8,-6,-0.5300000000000002,0.10999999999999999,0.6,-0.37,0.64,0
Alex Oliveira,Niko Price,False,Welterweight,Orthodox,Orthodox,1,0.0,-2.539999999999992,0,1,5,3,-2.19,0.09000000000000002,-0.30000000000000004,1.48,0.15,0
Niko Price,Alex Oliveira,False,Welterweight,Orthodox,Orthodox,1,0.0,2.539999999999992,0,-1,-5,-3,2.19,-0.09000000000000002,0.30000000000000004,-1.48,-0.15,1
Misha Cirkunov,Krzysztof Jotko,False,Middleweight,Orthodox,Southpaw,1,0.0,5.0800000000000125,20,2,-3,-1,0.8500000000000001,0.08000000000000002,1.5999999999999999,3.3300000000000005,0.09999999999999998,0
Krzysztof Jotko,Misha Cirkunov,False,Middleweight,Southpaw,Orthodox,1,0.0,-5.0800000000000125,-20,-2,3,1,-0.8500000000000001,-0.08000000000000002,-1.5999999999999999,-3.3300000000000005,-0.09999999999999998,1
Alexander Hernandez,Mike Breeden,False,Lightweight,Orthodox,Orthodox,1,5.079999999999984,-2.5400000000000205,0,-3,4,2,-0.25,0.019999999999999962,0.0,1.57,0.35,1
Mike Breeden,Alexander Hernandez,False,Lightweight,Orthodox,Orthodox,1,-5.079999999999984,2.5400000000000205,0,3,-4,-2,0.25,-0.019999999999999962,0.0,-1.57,-0.35,0
Joe Solecki,Jared Gordon,False,Lightweight,Orthodox,Orthodox,1,5.0800000000000125,0.0,10,-5,-1,-3,-2.5799999999999996,0.05999999999999994,0.6,0.31000000000000005,0.13,0
Jared Gordon,Joe Solecki,False,Lightweight,Orthodox,Orthodox,1,-5.0800000000000125,0.0,-10,5,1,3,2.5799999999999996,-0.05999999999999994,-0.6,-0.31000000000000005,-0.13,1
Antonina Shevchenko,Casey O'Neill,False,Flyweight,Southpaw,Orthodox,0,-5.079999999999984,5.0800000000000125,0,13,2,3,-1.5900000000000003,0.0,-0.8999999999999999,-3.3200000000000003,0.0,0
Casey O'Neill,Antonina Shevchenko,False,Flyweight,Orthodox,Southpaw,0,5.079999999999984,-5.0800000000000125,0,-13,-2,-3,1.5900000000000003,0.0,0.8999999999999999,3.3200000000000003,0.0,1
Bethe Correia,Karol Rosa,False,Bantamweight,Orthodox,Orthodox,0,-7.6200000000000045,0.0,0,12,2,5,-3.51,-0.11000000000000004,0.0,-1.1099999999999999,-0.32,0
Karol Rosa,Bethe Correia,False,Bantamweight,Orthodox,Orthodox,0,7.6200000000000045,0.0,0,-12,-2,-5,3.51,0.11000000000000004,0.0,1.1099999999999999,0.32,1
Devonte Smith,Jamie Mullarkey,False,Lightweight,Orthodox,Orthodox,1,5.079999999999984,-7.6200000000000045,0,1,3,-1,2.07,0.12,0.09999999999999998,-2.9699999999999998,0.6799999999999999,0
Jamie Mullarkey,Devonte Smith,False,Lightweight,Orthodox,Orthodox,1,-5.079999999999984,7.6200000000000045,0,-1,-3,1,-2.07,-0.12,-0.09999999999999998,2.9699999999999998,-0.6799999999999999,1
Douglas Silva de Andrade,Gaetano Pirrello,False,Bantamweight,Orthodox,Orthodox,1,7.6200000000000045,0.0,10,7,4,3,2.8,-0.17000000000000004,0.0,0.69,0.5,1
Gaetano Pirrello,Douglas Silva de Andrade,False,Bantamweight,Orthodox,Orthodox,1,-7.6200000000000045,0.0,-10,-7,-4,-3,-2.8,0.17000000000000004,0.0,-0.69,-0.5,0
Stephanie Egger,Shanna Young,False,Bantamweight,Orthodox,Orthodox,0,7.6200000000000045,-2.5400000000000205,0,3,0,-1,-1.3,-0.010000000000000009,-1.0,2.01,0.3,1
Shanna Young,Stephanie Egger,False,Bantamweight,Orthodox,Orthodox,0,-7.6200000000000045,2.5400000000000205,0,-3,0,1,1.3,0.010000000000000009,1.0,-2.01,-0.3,0
Alejandro Perez,Johnny Eduardo,False,Bantamweight,Orthodox,Orthodox,1,-15.240000000000009,-2.5400000000000205,10,-11,4,-1,0.5,-0.040000000000000036,0.0,0.39,0.03,1
Johnny Eduardo,Alejandro Perez,False,Bantamweight,Orthodox,Orthodox,1,15.240000000000009,2.5400000000000205,-10,11,-4,1,-0.5,0.040000000000000036,0.0,-0.39,-0.03,0
Alexander Volkanovski,Brian Ortega,True,Featherweight,Orthodox,Switch,1,5.0800000000000125,-5.0800000000000125,0,2,2,-1,2.2699999999999996,0.18000000000000005,-0.8999999999999999,0.9,0.10000000000000003,1
Brian Ortega,Alexander Volkanovski,True,Featherweight,Switch,Orthodox,1,-5.0800000000000125,5.0800000000000125,0,-2,-2,1,-2.2699999999999996,-0.18000000000000005,0.8999999999999999,-0.9,-0.10000000000000003,0
Valentina Shevchenko,Lauren Murphy,True,Flyweight,Southpaw,Orthodox,0,-2.5400000000000205,0.0,0,-5,3,-2,-0.3700000000000001,0.14,0.19999999999999998,1.59,0.3,1
Lauren Murphy,Valentina Shevchenko,True,Flyweight,Orthodox,Southpaw,0,2.5400000000000205,0.0,0,5,-3,2,0.3700000000000001,-0.14,-0.19999999999999998,-1.59,-0.3,0
Nick Diaz,Robbie Lawler,False,Middleweight,Southpaw,Southpaw,1,5.079999999999984,5.079999999999984,0,-1,0,-7,1.98,-0.040000000000000036,1.0,0.62,-0.32,0
Robbie Lawler,Nick Diaz,False,Middleweight,Southpaw,Southpaw,1,-5.079999999999984,-5.079999999999984,0,1,0,7,-1.98,0.040000000000000036,-1.0,-0.62,0.32,1
Curtis Blaydes,Jairzinho Rozenstruik,False,Heavyweight,Orthodox,Orthodox,1,5.079999999999984,5.079999999999984,23,-3,3,1,0.6400000000000001,0.04999999999999999,0.0,6.27,0.53,1
Jairzinho Rozenstruik,Curtis Blaydes,False,Heavyweight,Orthodox,Orthodox,1,-5.079999999999984,-5.079999999999984,-23,3,-3,-1,-0.6400000000000001,-0.04999999999999999,0.0,-6.27,-0.53,0
Jessica Andrade,Cynthia Calvillo,False,Flyweight,Orthodox,Orthodox,0,-5.0800000000000125,-7.6200000000000045,0,-4,6,5,2.0,0.09000000000000002,-0.7000000000000001,1.13,0.11000000000000004,1
Cynthia Calvillo,Jessica Andrade,False,Flyweight,Orthodox,Orthodox,0,5.0800000000000125,7.6200000000000045,0,4,-6,-5,-2.0,-0.09000000000000002,0.7000000000000001,-1.13,-0.11000000000000004,0
Marlon Moraes,Merab Dvalishvili,False,Bantamweight,Orthodox,Orthodox,1,-2.539999999999992,0.0,0,3,-1,2,-0.9199999999999999,-0.009999999999999953,0.10000000000000003,-6.41,-0.040000000000000036,0
Merab Dvalishvili,Marlon Moraes,False,Bantamweight,Orthodox,Orthodox,1,2.539999999999992,0.0,0,-3,1,-2,0.9199999999999999,0.009999999999999953,-0.10000000000000003,6.41,0.040000000000000036,1
Dan Hooker,Nasrat Haqparast,False,Lightweight,Switch,Southpaw,1,7.6200000000000045,5.079999999999984,0,5,5,4,-0.2400000000000002,0.019999999999999962,0.2,0.75,0.21999999999999997,1
Nasrat Haqparast,Dan Hooker,False,Lightweight,Southpaw,Switch,1,-7.6200000000000045,-5.079999999999984,0,-5,-5,-4,0.2400000000000002,-0.019999999999999962,-0.2,-0.75,-0.21999999999999997,0
Shamil Abdurakhimov,Chris Daukaus,False,Heavyweight,Orthodox,Orthodox,1,0.0,0.0,-15,8,2,3,-6.5,-0.10000000000000003,0.2,1.14,0.24,0
Chris Daukaus,Shamil Abdurakhimov,False,Heavyweight,Orthodox,Orthodox,1,0.0,0.0,15,-8,-2,-3,6.5,0.10000000000000003,-0.2,-1.14,-0.24,1
Roxanne Modafferi,Taila Santos,False,Flyweight,Orthodox,Orthodox,0,2.539999999999992,2.5400000000000205,0,11,1,7,-0.5799999999999996,-0.2,-0.7000000000000001,-1.3,-0.65,0
Taila Santos,Roxanne Modafferi,False,Flyweight,Orthodox,Orthodox,0,-2.539999999999992,-2.5400000000000205,0,-11,-1,-7,0.5799999999999996,0.2,0.7000000000000001,1.3,0.65,1
Uros Medic,Jalin Turner,False,Lightweight,Southpaw,Southpaw,1,-15.240000000000009,-5.0800000000000125,0,2,-2,-2,4.329999999999999,0.28,-1.9,-0.98,-0.75,0
Jalin Turner,Uros Medic,False,Lightweight,Southpaw,Southpaw,1,15.240000000000009,5.0800000000000125,0,-2,2,2,-4.329999999999999,-0.28,1.9,0.98,0.75,1
Cody Brundage,Nick Maximov,False,Middleweight,Orthodox,Southpaw,1,-10.159999999999997,0.0,0,4,-1,1,1.0000000000000002,0.12,0.9,-2.14,-0.04999999999999999,0
Nick Maximov,Cody Brundage,False,Middleweight,Southpaw,Orthodox,1,10.159999999999997,0.0,0,-4,1,-1,-1.0000000000000002,-0.12,-0.9,2.14,0.04999999999999999,1
Matthew Semelsberger,Martin Sano,False,Welterweight,Switch,Orthodox,1,0.0,5.079999999999984,0,-2,2,1,2.16,0.14999999999999997,0.5,0.98,1.0,1
Martin Sano,Matthew Semelsberger,False,Welterweight,Orthodox,Switch,1,0.0,-5.079999999999984,0,2,-2,-1,-2.16,-0.14999999999999997,-0.5,-0.98,-1.0,0
Jonathan Pearce,Omar Morales,False,Featherweight,Switch,Orthodox,1,-5.079999999999984,2.539999999999992,0,-6,-2,0,3.39,0.15000000000000002,1.0,6.57,-0.43000000000000005,1
Omar Morales,Jonathan Pearce,False,Featherweight,Orthodox,Switch,1,5.079999999999984,-2.539999999999992,0,6,2,0,-3.39,-0.15000000000000002,-1.0,-6.57,0.43000000000000005,0
Anthony Smith,Ryan Spann,False,Light Heavyweight,Orthodox,Orthodox,1,-7.6200000000000045,-2.5400000000000205,0,3,6,6,-0.40000000000000036,0.02999999999999997,-0.8,-1.12,-0.09999999999999998,1
Ryan Spann,Anthony Smith,False,Light Heavyweight,Orthodox,Orthodox,1,7.6200000000000045,2.5400000000000205,0,-3,-6,-6,0.40000000000000036,-0.02999999999999997,0.8,1.12,0.09999999999999998,0
Ion Cutelaba,Devin Clark,False,Light Heavyweight,Southpaw,Orthodox,1,0.0,2.539999999999992,0,-4,-2,0,1.7800000000000002,-0.14000000000000007,-0.1,1.88,0.25999999999999995,1
Devin Clark,Ion Cutelaba,False,Light Heavyweight,Orthodox,Southpaw,1,0.0,-2.539999999999992,0,4,2,0,-1.7800000000000002,0.14000000000000007,0.1,-1.88,-0.25999999999999995,0
Ariane Lipski,Mandy Bohm,False,Flyweight,Orthodox,Orthodox,0,-10.159999999999997,-2.5400000000000205,0,-5,2,4,0.9300000000000002,0.02999999999999997,0.4,0.19,0.2,1
Mandy Bohm,Ariane Lipski,False,Flyweight,Orthodox,Orthodox,0,10.159999999999997,2.5400000000000205,0,5,-2,-4,-0.9300000000000002,-0.02999999999999997,-0.4,-0.19,-0.2,0
Arman Tsarukyan,Christos Giagos,False,Lightweight,Orthodox,Orthodox,1,2.539999999999992,-7.6200000000000045,0,-7,-2,-3,0.71,0.050000000000000044,-0.5,0.06999999999999984,-0.06999999999999995,1
Christos Giagos,Arman Tsarukyan,False,Lightweight,Orthodox,Orthodox,1,-2.539999999999992,7.6200000000000045,0,7,2,3,-0.71,-0.050000000000000044,0.5,-0.06999999999999984,0.06999999999999995,0
Nate Maness,Tony Gravely,False,Bantamweight,Orthodox,Orthodox,1,7.6200000000000045,12.700000000000017,0,1,-1,-1,-1.2699999999999996,-0.08000000000000002,-0.09999999999999998,-4.050000000000001,0.27,1
Tony Gravely,Nate Maness,False,Bantamweight,Orthodox,Orthodox,1,-7.6200000000000045,-12.700000000000017,0,-1,1,1,1.2699999999999996,0.08000000000000002,0.09999999999999998,4.050000000000001,-0.27,0
Joaquin Buckley,Antonio Arroyo,False,Middleweight,Southpaw,Orthodox,1,7.6200000000000045,-12.699999999999989,0,-5,0,0,1.3400000000000003,-0.29000000000000004,-0.2,-0.33999999999999986,-0.24999999999999997,1
Antonio Arroyo,Joaquin Buckley,False,Middleweight,Orthodox,Southpaw,1,-7.6200000000000045,12.699999999999989,0,5,0,0,-1.3400000000000003,0.29000000000000004,0.2,0.33999999999999986,0.24999999999999997,0
Mike Rodriguez,Tafon Nchukwi,False,Light Heavyweight,Southpaw,Orthodox,1,12.699999999999989,10.159999999999997,0,6,1,3,-2.21,0.0,0.0,-1.15,-0.57,0
Tafon Nchukwi,Mike Rodriguez,False,Light Heavyweight,Orthodox,Southpaw,1,-12.699999999999989,-10.159999999999997,0,-6,-1,-3,2.21,0.0,0.0,1.15,0.57,1
Pannie Kianzad,Raquel Pennington,False,Bantamweight,Orthodox,Orthodox,0,-2.5400000000000205,0.0,0,-4,-4,-3,1.75,0.0,-0.6,-0.8,-0.060000000000000026,0
Raquel Pennington,Pannie Kianzad,False,Bantamweight,Orthodox,Orthodox,0,2.5400000000000205,0.0,0,4,4,3,-1.75,0.0,0.6,0.8,0.060000000000000026,1
Rong Zhu,Brandon Jenkins,False,Lightweight,Orthodox,Switch,1,0.0,-7.6200000000000045,0,-8,0,1,1.52,0.14,0.0,4.56,0.75,1
Brandon Jenkins,Rong Zhu,False,Lightweight,Switch,Orthodox,1,0.0,7.6200000000000045,0,8,0,-1,-1.52,-0.14,0.0,-4.56,-0.75,0
Montel Jackson,JP Buys,False,Bantamweight,Southpaw,Orthodox,1,20.319999999999993,12.700000000000017,0,4,4,0,1.66,0.12000000000000005,-2.2,2.4299999999999997,0.48000000000000004,1
JP Buys,Montel Jackson,False,Bantamweight,Orthodox,Southpaw,1,-20.319999999999993,-12.700000000000017,0,-4,-4,0,-1.66,-0.12000000000000005,2.2,-2.4299999999999997,-0.48000000000000004,0
Erin Blanchfield,Sarah Alpar,False,Flyweight,Orthodox,Southpaw,0,7.619999999999976,0.0,0,-8,-1,-1,5.640000000000001,0.12999999999999995,-0.4,1.39,0.74,1
Sarah Alpar,Erin Blanchfield,False,Flyweight,Southpaw,Orthodox,0,-7.619999999999976,0.0,0,8,1,1,-5.640000000000001,-0.12999999999999995,0.4,-1.39,-0.74,0
Impa Kasanganay,Carlston Harris,False,Welterweight,Orthodox,Orthodox,1,-2.539999999999992,-2.539999999999992,0,-7,3,1,-0.3099999999999996,-0.010000000000000009,-2.5,1.75,0.58,0
Carlston Harris,Impa Kasanganay,False,Welterweight,Orthodox,Orthodox,1,2.539999999999992,2.539999999999992,0,7,-3,-1,0.3099999999999996,0.010000000000000009,2.5,-1.75,-0.58,1
Emily Whitmire,Hannah Goldy,False,Flyweight,Orthodox,Orthodox,0,5.0800000000000125,2.539999999999992,0,1,1,1,-3.55,-0.15999999999999998,0.2,1.29,0.33,0
Hannah Goldy,Emily Whitmire,False,Flyweight,Orthodox,Orthodox,0,-5.0800000000000125,-2.539999999999992,0,-1,-1,-1,3.55,0.15999999999999998,-0.2,-1.29,-0.33,1
Derek Brunson,Darren Till,False,Middleweight,Southpaw,Southpaw,1,7.6200000000000045,2.539999999999992,0,9,10,3,1.1900000000000004,0.009999999999999953,0.5,2.65,-0.06999999999999995,1
Darren Till,Derek Brunson,False,Middleweight,Southpaw,Southpaw,1,-7.6200000000000045,-2.539999999999992,0,-9,-10,-3,-1.1900000000000004,-0.009999999999999953,-0.5,-2.65,0.06999999999999995,0
Tom Aspinall,Serghei Spivac,False,Heavyweight,Orthodox,Orthodox,1,0.0,5.0800000000000125,-4,2,-1,-2,3.4800000000000004,0.16000000000000003,1.2,0.009999999999999787,0.43000000000000005,1
Serghei Spivac,Tom Aspinall,False,Heavyweight,Orthodox,Orthodox,1,0.0,-5.0800000000000125,4,-2,1,2,-3.4800000000000004,-0.16000000000000003,-1.2,-0.009999999999999787,-0.43000000000000005,0
Alex Morono,David Zawada,False,Welterweight,Orthodox,Orthodox,1,-7.6200000000000045,-2.539999999999992,0,0,7,1,1.2999999999999998,0.010000000000000009,-1.2999999999999998,-0.59,-0.08000000000000002,1
David Zawada,Alex Morono,False,Welterweight,Orthodox,Orthodox,1,7.6200000000000045,2.539999999999992,0,0,-7,-1,-1.2999999999999998,-0.010000000000000009,1.2999999999999998,0.59,0.08000000000000002,0
Modestas Bukauskas,Khalil Rountree Jr.,False,Light Heavyweight,Switch,Southpaw,1,5.0800000000000125,5.0800000000000125,0,-4,-3,-3,0.34999999999999964,-0.010000000000000009,-0.2,0.0,0.0,0
Khalil Rountree Jr.,Modestas Bukauskas,False,Light Heavyweight,Southpaw,Switch,1,-5.0800000000000125,-5.0800000000000125,0,4,3,3,-0.34999999999999964,0.010000000000000009,0.2,0.0,0.0,1
Paddy Pimblett,Luigi Vendramini,False,Lightweight,Orthodox,Orthodox,1,0.0,5.0800000000000125,0,1,-1,-2,7.82,0.17999999999999994,-0.6,-1.11,-0.15,1
Luigi Vendramini,Paddy Pimblett,False,Lightweight,Orthodox,Orthodox,1,0.0,-5.0800000000000125,0,-1,1,2,-7.82,-0.17999999999999994,0.6,1.11,0.15,0
Molly McCann,Ji Yeon Kim,False,Flyweight,Orthodox,Orthodox,0,-25.400000000000006,-7.6200000000000045,0,0,0,0,0.6299999999999999,0.14999999999999997,0.6,1.7,0.32,1
Ji Yeon Kim,Molly McCann,False,Flyweight,Orthodox,Orthodox,0,25.400000000000006,7.6200000000000045,0,0,0,0,-0.6299999999999999,-0.14999999999999997,-0.6,-1.7,-0.32,0
Jack Shore,Liudvik Sholinian,False,Bantamweight,Orthodox,Orthodox,1,0.0,-5.0800000000000125,0,-5,3,0,2.7600000000000002,0.37999999999999995,0.9,4.47,0.41,1
Liudvik Sholinian,Jack Shore,False,Bantamweight,Orthodox,Orthodox,1,0.0,5.0800000000000125,0,5,-3,0,-2.7600000000000002,-0.37999999999999995,-0.9,-4.47,-0.41,0
Julian Erosa,Charles Jourdain,False,Catch Weight,Southpaw,Switch,1,12.700000000000017,10.159999999999997,0,7,2,3,0.47999999999999954,0.009999999999999953,0.30000000000000004,1.45,0.5,1
Charles Jourdain,Julian Erosa,False,Catch Weight,Switch,Southpaw,1,-12.700000000000017,-10.159999999999997,0,-7,-2,-3,-0.47999999999999954,-0.009999999999999953,-0.30000000000000004,-1.45,-0.5,0
Dalcha Lungiambula,Marc-Andre Barriault,False,Middleweight,Orthodox,Orthodox,1,5.079999999999984,-12.699999999999989,0,3,1,-2,-2.8299999999999996,-0.030000000000000027,0.0,1.6999999999999997,0.21000000000000002,0
Marc-Andre Barriault,Dalcha Lungiambula,False,Middleweight,Orthodox,Orthodox,1,-5.079999999999984,12.699999999999989,0,-3,-1,2,2.8299999999999996,0.030000000000000027,0.0,-1.6999999999999997,-0.21000000000000002,1
Edson Barboza,Giga Chikadze,False,Featherweight,Orthodox,Orthodox,1,2.539999999999992,-2.539999999999992,0,2,10,8,0.35000000000000053,-0.010000000000000009,-0.19999999999999998,0.07,0.10999999999999999,0
Giga Chikadze,Edson Barboza,False,Featherweight,Orthodox,Orthodox,1,-2.539999999999992,2.539999999999992,0,-2,-10,-8,-0.35000000000000053,0.010000000000000009,0.19999999999999998,-0.07,-0.10999999999999999,1
Bryan Battle,Gilbert Urbina,False,Middleweight,Orthodox,Orthodox,1,5.0800000000000125,-5.0800000000000125,0,1,0,0,0.1299999999999999,-0.06999999999999995,2.1,-2.07,0.6699999999999999,1
Gilbert Urbina,Bryan Battle,False,Middleweight,Orthodox,Orthodox,1,-5.0800000000000125,5.0800000000000125,0,-1,0,0,-0.1299999999999999,0.06999999999999995,-2.1,2.07,-0.6699999999999999,0
Ricky Turcios,Brady Hiestand,False,Bantamweight,Orthodox,Orthodox,1,0.0,2.539999999999992,0,6,0,1,2.5999999999999996,-0.03999999999999998,0.0,-5.0,-0.32000000000000006,1
Brady Hiestand,Ricky Turcios,False,Bantamweight,Orthodox,Orthodox,1,0.0,-2.539999999999992,0,-6,0,-1,-2.5999999999999996,0.03999999999999998,0.0,5.0,0.32000000000000006,0
Kevin Lee,Daniel Rodriguez,False,Welterweight,Orthodox,Southpaw,1,7.6200000000000045,-10.159999999999997,0,-6,5,5,-4.17,-0.08000000000000002,0.6000000000000001,2.35,-0.12000000000000005,0
Daniel Rodriguez,Kevin Lee,False,Welterweight,Southpaw,Orthodox,1,-7.6200000000000045,10.159999999999997,0,6,-5,-5,4.17,0.08000000000000002,-0.6000000000000001,-2.35,0.12000000000000005,1
Andre Petroski,Micheal Gillmore,False,Middleweight,Switch,Orthodox,1,2.539999999999992,2.539999999999992,0,-4,0,0,1.13,-0.020000000000000018,1.1,4.55,0.44,1
Micheal Gillmore,Andre Petroski,False,Middleweight,Orthodox,Switch,1,-2.539999999999992,-2.539999999999992,0,4,0,0,-1.13,0.020000000000000018,-1.1,-4.55,-0.44,0
Makhmud Muradov,Gerald Meerschaert,False,Middleweight,Orthodox,Southpaw,1,-5.0800000000000125,2.5400000000000205,0,-2,-4,-6,1.9799999999999995,-0.020000000000000018,-1.5,-2.27,-0.24000000000000002,0
Gerald Meerschaert,Makhmud Muradov,False,Middleweight,Southpaw,Orthodox,1,5.0800000000000125,-2.5400000000000205,0,2,4,6,-1.9799999999999995,0.020000000000000018,1.5,2.27,0.24000000000000002,1
Alessio Di Chirico,Abdul Razak Alhassan,False,Middleweight,Orthodox,Orthodox,1,2.5400000000000205,5.079999999999984,0,-5,0,1,-0.41000000000000014,-0.07,0.0,1.09,0.16999999999999998,0
Abdul Razak Alhassan,Alessio Di Chirico,False,Middleweight,Orthodox,Orthodox,1,-2.5400000000000205,-5.079999999999984,0,5,0,-1,0.41000000000000014,0.07,0.0,-1.09,-0.16999999999999998,1
Sam Alvey,Wellington Turman,False,Middleweight,Southpaw,Orthodox,1,7.6200000000000045,5.0800000000000125,0,10,9,7,0.25,-0.02999999999999997,-0.5,-2.1500000000000004,-0.06,0
Wellington Turman,Sam Alvey,False,Middleweight,Orthodox,Southpaw,1,-7.6200000000000045,-5.0800000000000125,0,-10,-9,-7,-0.25,0.02999999999999997,0.5,2.1500000000000004,0.06,1
Dustin Jacoby,Darren Stewart,False,Light Heavyweight,Orthodox,Orthodox,1,5.079999999999984,7.6200000000000045,0,3,-2,-4,1.2700000000000005,0.03999999999999998,-0.1,-1.4,-0.04999999999999999,1
Darren Stewart,Dustin Jacoby,False,Light Heavyweight,Orthodox,Orthodox,1,-5.079999999999984,-7.6200000000000045,0,-3,2,4,-1.2700000000000005,-0.03999999999999998,0.1,1.4,0.04999999999999999,0
JJ Aldrich,Vanessa Demopoulos,False,Flyweight,Southpaw,Orthodox,0,20.319999999999993,7.6200000000000045,0,-4,5,2,0.9199999999999999,0.020000000000000018,-1.0,0.82,0.41,1
Vanessa Demopoulos,JJ Aldrich,False,Flyweight,Orthodox,Southpaw,0,-20.319999999999993,-7.6200000000000045,0,4,-5,-2,-0.9199999999999999,-0.020000000000000018,1.0,-0.82,-0.41,0
Jamall Emmers,Pat Sabatini,False,Featherweight,Orthodox,Orthodox,1,10.159999999999997,5.0800000000000125,0,2,0,2,4.130000000000001,0.030000000000000027,-2.3000000000000003,1.8699999999999997,0.37,0
Pat Sabatini,Jamall Emmers,False,Featherweight,Orthodox,Orthodox,1,-10.159999999999997,-5.0800000000000125,0,-2,0,-2,-4.130000000000001,-0.030000000000000027,2.3000000000000003,-1.8699999999999997,-0.37,1
Mana Martinez,Guido Cannetti,False,Bantamweight,Orthodox,Southpaw,1,5.0800000000000125,10.160000000000025,0,-16,-2,-3,1.6399999999999997,-0.040000000000000036,0.7,-0.31000000000000005,0.16000000000000003,1
Guido Cannetti,Mana Martinez,False,Bantamweight,Southpaw,Orthodox,1,-5.0800000000000125,-10.160000000000025,0,16,2,3,-1.6399999999999997,0.040000000000000036,-0.7,0.31000000000000005,-0.16000000000000003,0
Jared Cannonier,Kelvin Gastelum,False,Middleweight,Switch,Southpaw,1,15.240000000000009,5.0800000000000125,0,8,-5,-2,0.07000000000000028,0.08000000000000002,-0.1,-0.93,0.010000000000000009,1
Kelvin Gastelum,Jared Cannonier,False,Middleweight,Southpaw,Switch,1,-15.240000000000009,-5.0800000000000125,0,-8,5,2,-0.07000000000000028,-0.08000000000000002,0.1,0.93,-0.010000000000000009,0
Clay Guida,Mark Madsen,False,Lightweight,Orthodox,Orthodox,1,-5.079999999999984,-2.539999999999992,0,3,16,15,-1.8000000000000003,-0.13999999999999996,0.7,-1.0899999999999999,-0.21999999999999997,0
Mark Madsen,Clay Guida,False,Lightweight,Orthodox,Orthodox,1,5.079999999999984,2.539999999999992,0,-3,-16,-15,1.8000000000000003,0.13999999999999996,-0.7,1.0899999999999999,0.21999999999999997,1
Parker Porter,Chase Sherman,False,Heavyweight,Orthodox,Orthodox,1,-7.6200000000000045,-10.159999999999997,15,5,-2,-5,2.24,0.06,0.7,1.42,0.3,1
Chase Sherman,Parker Porter,False,Heavyweight,Orthodox,Orthodox,1,7.6200000000000045,10.159999999999997,-15,-5,2,5,-2.24,-0.06,-0.7,-1.42,-0.3,0
Trevin Jones,Saidyokub Kakhramonov,False,Bantamweight,Southpaw,Orthodox,1,2.5400000000000205,-2.539999999999992,0,6,1,0,-0.23999999999999977,-0.010000000000000009,-4.1,-0.9599999999999997,-0.13000000000000003,0
Saidyokub Kakhramonov,Trevin Jones,False,Bantamweight,Orthodox,Southpaw,1,-2.5400000000000205,2.539999999999992,0,-6,-1,0,0.23999999999999977,0.010000000000000009,4.1,0.9599999999999997,0.13000000000000003,1
Vinc Pichel,Austin Hubbard,False,Lightweight,Orthodox,Orthodox,1,2.539999999999992,0.0,0,9,3,-1,-0.25,-0.019999999999999962,0.3,1.94,-0.06999999999999995,1
Austin Hubbard,Vinc Pichel,False,Lightweight,Orthodox,Orthodox,1,-2.539999999999992,0.0,0,-9,-3,1,0.25,0.019999999999999962,-0.3,-1.94,0.06999999999999995,0
Alexandre Pantoja,Brandon Royval,False,Flyweight,Orthodox,Southpaw,1,-2.539999999999992,-10.159999999999997,0,2,5,2,0.8000000000000003,0.07,-0.5999999999999999,0.10000000000000009,-0.62,1
Brandon Royval,Alexandre Pantoja,False,Flyweight,Southpaw,Orthodox,1,2.539999999999992,10.159999999999997,0,-2,-5,-2,-0.8000000000000003,-0.07,0.5999999999999999,-0.10000000000000009,0.62,0
Austin Lingo,Luis Saldana,False,Featherweight,Orthodox,Orthodox,1,-7.619999999999976,-2.539999999999992,0,-3,-1,1,-0.6600000000000001,-0.08000000000000002,-0.4,0.67,0.66,1
Luis Saldana,Austin Lingo,False,Featherweight,Orthodox,Orthodox,1,7.619999999999976,2.539999999999992,0,3,1,-1,0.6600000000000001,0.08000000000000002,0.4,-0.67,-0.66,0
Brian Kelleher,Domingo Pilarte,False,Bantamweight,Switch,Southpaw,1,-17.78,-15.240000000000009,0,4,5,4,2.32,-0.06999999999999995,0.09999999999999998,0.08000000000000007,-0.08999999999999997,1
Domingo Pilarte,Brian Kelleher,False,Bantamweight,Southpaw,Switch,1,17.78,15.240000000000009,0,-4,-5,-4,-2.32,0.06999999999999995,-0.09999999999999998,-0.08000000000000007,0.08999999999999997,0
Bea Malecki,Josiane Nunes,False,Bantamweight,Orthodox,Southpaw,0,17.78,17.78,0,2,2,0,-3.7699999999999996,0.06,1.1,0.0,0.0,0
Josiane Nunes,Bea Malecki,False,Bantamweight,Southpaw,Orthodox,0,-17.78,-17.78,0,-2,-2,0,3.7699999999999996,-0.06,-1.1,0.0,0.0,1
William Knight,Fabio Cherant,False,Light Heavyweight,Orthodox,Southpaw,1,-2.5400000000000205,-7.619999999999976,0,7,3,-1,1.54,0.25,0.3,2.36,0.53,1
