fighter,opp_fighter,title_bout,weight_class,stance,opp_stance,male,diff_reach_cms,diff_height_cms,diff_weight_lbs,diff_age,diff_wins,diff_losses,diff_avg_sig_str_landed,diff_avg_sig_str_pct,diff_avg_sub_att,diff_avg_td_landed,diff_avg_td_pct,winner
Khadis Ibragimov,Danilo Marques,False,Light Heavyweight,Orthodox,Orthodox,1,0.0,-7.6200000000000045,0,-9,0,3,4.64,0.51,0.0,1.44,0.3,0
Danilo Marques,Khadis Ibragimov,False,Light Heavyweight,Orthodox,Orthodox,1,0.0,7.6200000000000045,0,9,0,-3,-4.64,-0.51,0.0,-1.44,-0.3,1
Colby Covington,Tyron Woodley,False,Welterweight,Orthodox,Orthodox,1,-5.0800000000000125,5.0800000000000125,0,-6,-7,-3,1.79,-0.12,-0.2,3.8,0.12,1
Tyron Woodley,Colby Covington,False,Welterweight,Orthodox,Orthodox,1,5.0800000000000125,-5.0800000000000125,0,6,7,3,-1.79,0.12,0.2,-3.8,-0.12,0
Khamzat Chimaev,Gerald Meerschaert,False,Middleweight,Orthodox,Southpaw,1,-5.0800000000000125,2.5400000000000205,-15,-6,-4,-5,5.57,0.3,1.5000000000000002,2.4699999999999998,0.32,1
Gerald Meerschaert,Khamzat Chimaev,False,Middleweight,Southpaw,Orthodox,1,5.0800000000000125,-2.5400000000000205,15,6,4,5,-5.57,-0.3,-1.5000000000000002,-2.4699999999999998,-0.32,0
Johnny Walker,Ryan Spann,False,Light Heavyweight,Orthodox,Orthodox,1,7.6200000000000045,2.539999999999992,0,-1,-1,2,0.69,0.26999999999999996,-0.5999999999999999,-0.7,0.7,1
Ryan Spann,Johnny Walker,False,Light Heavyweight,Orthodox,Orthodox,1,-7.6200000000000045,-2.539999999999992,0,1,1,-2,-0.69,-0.26999999999999996,0.5999999999999999,0.7,-0.7,0
Mackenzie Dern,Randa Markos,False,Strawweight,Orthodox,Orthodox,0,0.0,0.0,0,-8,-3,-6,0.18000000000000016,-0.08999999999999997,1.1,-0.9200000000000002,-0.21000000000000002,1
Randa Markos,Mackenzie Dern,False,Strawweight,Orthodox,Orthodox,0,0.0,0.0,0,8,3,6,-0.18000000000000016,0.08999999999999997,-1.1,0.9200000000000002,0.21000000000000002,0
Kevin Holland,Darren Stewart,False,Middleweight,Orthodox,Orthodox,1,17.78,7.6200000000000045,-15,-2,0,-2,1.6800000000000002,0.12000000000000005,0.8,-0.19999999999999996,0.010000000000000009,1
Darren Stewart,Kevin Holland,False,Middleweight,Orthodox,Orthodox,1,-17.78,-7.6200000000000045,15,2,0,2,-1.6800000000000002,-0.12000000000000005,-0.8,0.19999999999999996,-0.010000000000000009,0
Jordan Espinosa,David Dvorak,False,Flyweight,Orthodox,Orthodox,1,2.539999999999992,2.539999999999992,0,2,1,2,1.0200000000000005,0.09999999999999998,0.3,1.19,0.3,0
David Dvorak,Jordan Espinosa,False,Flyweight,Orthodox,Orthodox,1,-2.539999999999992,-2.539999999999992,0,-2,-1,-2,-1.0200000000000005,-0.09999999999999998,-0.3,-1.19,-0.3,1
Mirsad Bektic,Damon Jackson,False,Featherweight,Orthodox,Switch,1,-2.539999999999992,-7.6200000000000045,0,-3,6,2,-0.1200000000000001,0.06,0.5,1.5499999999999998,0.26999999999999996,0
Damon Jackson,Mirsad Bektic,False,Featherweight,Switch,Orthodox,1,2.539999999999992,7.6200000000000045,0,3,-6,-2,0.1200000000000001,-0.06,-0.5,-1.5499999999999998,-0.26999999999999996,1
Mayra Bueno Silva,Mara Romero Borella,False,Flyweight,Orthodox,Orthodox,0,-7.6200000000000045,0.0,10,-5,-1,-3,2.33,0.17000000000000004,1.2,-1.66,-0.43,1
Mara Romero Borella,Mayra Bueno Silva,False,Flyweight,Orthodox,Orthodox,0,7.6200000000000045,0.0,-10,5,1,3,-2.33,-0.17000000000000004,-1.2,1.66,0.43,0
Jessica-Rose Clark,Sarah Alpar,False,Bantamweight,Orthodox,Southpaw,0,0.0,2.539999999999992,-10,3,2,2,0.11000000000000032,-0.14,-1.4,-2.79,-0.16000000000000003,1
Sarah Alpar,Jessica-Rose Clark,False,Bantamweight,Southpaw,Orthodox,0,0.0,-2.539999999999992,10,-3,-2,-2,-0.11000000000000032,0.14,1.4,2.79,0.16000000000000003,0
Darrick Minner,TJ Laramie,False,Featherweight,Orthodox,Orthodox,1,7.6200000000000045,2.5400000000000205,0,8,0,1,-0.9000000000000004,-0.039999999999999925,3.3,-1.35,-0.6699999999999999,1
TJ Laramie,Darrick Minner,False,Featherweight,Orthodox,Orthodox,1,-7.6200000000000045,-2.5400000000000205,0,-8,0,-1,0.9000000000000004,0.039999999999999925,-3.3,1.35,0.6699999999999999,0
Journey Newson,Randy Costa,False,Bantamweight,Orthodox,Switch,1,-15.23999999999998,-10.159999999999997,0,5,-1,0,-5.24,-0.13,1.0,0.0,0.0,0
Randy Costa,Journey Newson,False,Bantamweight,Switch,Orthodox,1,15.23999999999998,10.159999999999997,0,-5,1,0,5.24,0.13,-1.0,0.0,0.0,1
Andre Ewell,Irwin Rivera,False,Bantamweight,Southpaw,Southpaw,1,20.319999999999993,5.0800000000000125,0,1,2,1,1.4100000000000001,-0.009999999999999953,0.0,-0.79,0.28,1
Irwin Rivera,Andre Ewell,False,Bantamweight,Southpaw,Southpaw,1,-20.319999999999993,-5.0800000000000125,0,-1,-2,-1,-1.4100000000000001,0.009999999999999953,0.0,0.79,-0.28,0
Tyson Nam,Jerome Rivera,False,Bantamweight,Orthodox,Southpaw,1,-10.159999999999997,-7.6200000000000045,-10,11,1,2,-0.1900000000000004,-0.16999999999999998,0.0,0.0,0.0,1
Jerome Rivera,Tyson Nam,False,Bantamweight,Southpaw,Orthodox,1,10.159999999999997,7.6200000000000045,10,-11,-1,-2,0.1900000000000004,0.16999999999999998,0.0,0.0,0.0,0
Michelle Waterson,Angela Hill,False,Strawweight,Orthodox,Orthodox,0,-5.0800000000000125,0.0,0,-1,0,-4,-2.4499999999999997,0.030000000000000027,0.9000000000000001,1.21,0.13,1
Angela Hill,Michelle Waterson,False,Strawweight,Orthodox,Orthodox,0,5.0800000000000125,0.0,0,1,0,4,2.4499999999999997,-0.030000000000000027,-0.9000000000000001,-1.21,-0.13,0
Ottman Azaitar,Khama Worthy,False,Lightweight,Switch,Orthodox,1,-7.6200000000000045,-7.6200000000000045,0,-3,-1,0,3.17,0.0,-0.9,0.0,0.0,1
Khama Worthy,Ottman Azaitar,False,Lightweight,Orthodox,Switch,1,7.6200000000000045,7.6200000000000045,0,3,1,0,-3.17,0.0,0.9,0.0,0.0,0
Roxanne Modafferi,Andrea Lee,False,Flyweight,Orthodox,Orthodox,0,0.0,2.5400000000000205,0,6,0,5,-2.3600000000000003,-0.18,-0.5,-0.10999999999999988,-0.17,1
Andrea Lee,Roxanne Modafferi,False,Flyweight,Orthodox,Orthodox,0,0.0,-2.5400000000000205,0,-6,0,-5,2.3600000000000003,0.18,0.5,0.10999999999999988,0.17,0
Ed Herman,Mike Rodriguez,False,Light Heavyweight,Orthodox,Southpaw,1,-12.699999999999989,-7.6200000000000045,0,8,10,9,-1.2599999999999998,-0.050000000000000044,1.2,2.2,0.48,1
Mike Rodriguez,Ed Herman,False,Light Heavyweight,Southpaw,Orthodox,1,12.699999999999989,7.6200000000000045,0,-8,-10,-9,1.2599999999999998,0.050000000000000044,-1.2,-2.2,-0.48,0
Billy Quarantillo,Kyle Nelson,False,Featherweight,Orthodox,Switch,1,-2.539999999999992,-2.539999999999992,-10,2,1,-2,4.699999999999999,0.43000000000000005,0.30000000000000027,-0.06999999999999984,0.26,1
Kyle Nelson,Billy Quarantillo,False,Featherweight,Switch,Orthodox,1,2.539999999999992,2.539999999999992,10,-2,-1,2,-4.699999999999999,-0.43000000000000005,-0.30000000000000027,0.06999999999999984,-0.26,0
Julia Avila,Sijara Eubanks,False,Bantamweight,Orthodox,Orthodox,0,2.539999999999992,7.6200000000000045,0,-3,-1,-2,-1.0500000000000003,0.010000000000000009,0.0,-2.0,-0.5,0
Sijara Eubanks,Julia Avila,False,Bantamweight,Orthodox,Orthodox,0,-2.539999999999992,-7.6200000000000045,0,3,1,2,1.0500000000000003,-0.010000000000000009,0.0,2.0,0.5,1
Roosevelt Roberts,Kevin Croom,False,Lightweight,Orthodox,Orthodox,1,0.0,7.6200000000000045,0,-7,4,2,3.02,0.49,1.1,1.77,0.57,0
Kevin Croom,Roosevelt Roberts,False,Lightweight,Orthodox,Orthodox,1,0.0,-7.6200000000000045,0,7,-4,-2,-3.02,-0.49,-1.1,-1.77,-0.57,1
Alexandr Romanov,Roque Martinez,False,Heavyweight,Southpaw,Orthodox,1,12.699999999999989,10.159999999999997,12,-5,0,0,0.0,0.0,0.0,0.0,0.0,1
Roque Martinez,Alexandr Romanov,False,Heavyweight,Orthodox,Southpaw,1,-12.699999999999989,-10.159999999999997,-12,5,0,0,0.0,0.0,0.0,0.0,0.0,0
Bobby Green,Alan Patrick,False,Lightweight,Orthodox,Southpaw,1,-7.6200000000000045,-2.539999999999992,0,-3,6,5,3.34,0.07,0.0,-2.59,-0.040000000000000036,1
Alan Patrick,Bobby Green,False,Lightweight,Southpaw,Orthodox,1,7.6200000000000045,2.539999999999992,0,3,-6,-5,-3.34,-0.07,0.0,2.59,0.040000000000000036,0
Brok Weaver,Jalin Turner,False,Catch Weight,Southpaw,Southpaw,1,-10.160000000000025,-7.6200000000000045,0,3,-1,-1,-1.58,0.14,-1.2000000000000002,-0.46,-0.5,0
Jalin Turner,Brok Weaver,False,Catch Weight,Southpaw,Southpaw,1,10.160000000000025,7.6200000000000045,0,-3,1,1,1.58,-0.14,1.2000000000000002,0.46,0.5,1
Bryan Barberena,Anthony Ivy,False,Welterweight,Southpaw,Orthodox,1,-5.0800000000000125,-5.0800000000000125,-15,1,5,4,1.58,0.12,0.3,0.26,0.33,1
Anthony Ivy,Bryan Barberena,False,Welterweight,Orthodox,Southpaw,1,5.0800000000000125,5.0800000000000125,15,-1,-5,-4,-1.58,-0.12,-0.3,-0.26,-0.33,0
Sabina Mazo,Justine Kish,False,Flyweight,Orthodox,Orthodox,0,15.240000000000009,5.0800000000000125,0,-9,-1,-1,2.16,-0.03999999999999998,-0.2,0.33000000000000007,0.65,1
Justine Kish,Sabina Mazo,False,Flyweight,Orthodox,Orthodox,0,-15.240000000000009,-5.0800000000000125,0,9,1,1,-2.16,0.03999999999999998,0.2,-0.33000000000000007,-0.65,0
Alistair Overeem,Augusto Sakai,False,Heavyweight,Orthodox,Orthodox,1,7.619999999999976,2.539999999999992,0,11,28,15,-1.79,0.16999999999999998,0.9,1.21,0.040000000000000036,1
Augusto Sakai,Alistair Overeem,False,Heavyweight,Orthodox,Orthodox,1,-7.619999999999976,-2.539999999999992,0,-11,-28,-15,1.79,-0.16999999999999998,-0.9,-1.21,-0.040000000000000036,0
Ovince Saint Preux,Alonzo Menifield,False,Light Heavyweight,Southpaw,Orthodox,1,10.159999999999997,7.6200000000000045,0,5,16,9,-1.15,-0.009999999999999953,0.6,1.27,0.4,1
Alonzo Menifield,Ovince Saint Preux,False,Light Heavyweight,Orthodox,Southpaw,1,-10.159999999999997,-7.6200000000000045,0,-5,-16,-9,1.15,0.009999999999999953,-0.6,-1.27,-0.4,0
Michel Pereira,Zelim Imadaev,False,Welterweight,Orthodox,Orthodox,1,-7.6200000000000045,2.539999999999992,0,1,1,0,-0.6499999999999999,0.10000000000000003,0.0,1.4,0.06999999999999995,1
Zelim Imadaev,Michel Pereira,False,Welterweight,Orthodox,Orthodox,1,7.6200000000000045,-2.539999999999992,0,-1,-1,0,0.6499999999999999,-0.10000000000000003,0.0,-1.4,-0.06999999999999995,0
Brian Kelleher,Ray Rodriguez,False,Featherweight,Switch,Orthodox,1,-12.700000000000017,-2.5400000000000205,10,2,6,3,3.21,0.08000000000000002,0.8,-1.1199999999999999,-0.25,1
Ray Rodriguez,Brian Kelleher,False,Featherweight,Orthodox,Switch,1,12.700000000000017,2.5400000000000205,-10,-2,-6,-3,-3.21,-0.08000000000000002,-0.8,1.1199999999999999,0.25,0
Andre Muniz,Bartosz Fabinski,False,Middleweight,Southpaw,Orthodox,1,7.6200000000000045,2.539999999999992,15,-4,-2,-1,0.04999999999999982,-0.10999999999999999,1.4,-4.34,-0.35,1
Bartosz Fabinski,Andre Muniz,False,Middleweight,Orthodox,Southpaw,1,-7.6200000000000045,-2.539999999999992,-15,4,2,1,-0.04999999999999982,0.10999999999999999,-1.4,4.34,0.35,0
Viviane Araujo,Montana De La Rosa,False,Flyweight,Orthodox,Orthodox,0,0.0,-7.6200000000000045,0,8,-2,0,2.21,0.13999999999999996,-1.9,0.34999999999999964,0.24999999999999994,1
Montana De La Rosa,Viviane Araujo,False,Flyweight,Orthodox,Orthodox,0,0.0,7.6200000000000045,0,-8,2,0,-2.21,-0.13999999999999996,1.9,-0.34999999999999964,-0.24999999999999994,0
Cole Smith,Hunter Azure,False,Bantamweight,Orthodox,Orthodox,1,-5.079999999999984,7.6200000000000045,-10,3,0,0,-3.08,-0.15999999999999998,-0.8999999999999999,-0.050000000000000044,-0.030000000000000027,0
Hunter Azure,Cole Smith,False,Bantamweight,Orthodox,Orthodox,1,5.079999999999984,-7.6200000000000045,10,-3,0,0,3.08,0.15999999999999998,0.8999999999999999,0.050000000000000044,0.030000000000000027,1
Anthony Smith,Aleksandar Rakic,False,Light Heavyweight,Orthodox,Orthodox,1,-5.0800000000000125,0.0,0,4,6,6,-1.98,-0.06,0.39999999999999997,-0.75,-0.010000000000000009,0
Aleksandar Rakic,Anthony Smith,False,Light Heavyweight,Orthodox,Orthodox,1,5.0800000000000125,0.0,0,-4,-6,-6,1.98,0.06,-0.39999999999999997,0.75,0.010000000000000009,1
Robbie Lawler,Neil Magny,False,Welterweight,Southpaw,Orthodox,1,-15.23999999999998,-10.159999999999997,0,5,3,7,-0.38000000000000034,-0.019999999999999962,-0.3,-1.8399999999999999,0.22000000000000003,0
Neil Magny,Robbie Lawler,False,Welterweight,Orthodox,Southpaw,1,15.23999999999998,10.159999999999997,0,-5,-3,-7,0.38000000000000034,0.019999999999999962,0.3,1.8399999999999999,-0.22000000000000003,1
Ji Yeon Kim,Alexa Grasso,False,Flyweight,Orthodox,Orthodox,0,15.240000000000009,5.0800000000000125,10,3,0,-1,-0.7599999999999998,-0.07999999999999996,-0.6,-0.19,-0.33,0
Alexa Grasso,Ji Yeon Kim,False,Flyweight,Orthodox,Orthodox,0,-15.240000000000009,-5.0800000000000125,-10,-3,0,1,0.7599999999999998,0.07999999999999996,0.6,0.19,0.33,1
Ricardo Lamas,Bill Algeo,False,Featherweight,Orthodox,Switch,1,-5.079999999999984,-10.159999999999997,0,7,14,8,-6.920000000000001,-0.08000000000000002,1.0,1.63,0.32,1
Bill Algeo,Ricardo Lamas,False,Featherweight,Switch,Orthodox,1,5.079999999999984,10.159999999999997,0,-7,-14,-8,6.920000000000001,0.08000000000000002,-1.0,-1.63,-0.32,0
Maki Pitolo,Impa Kasanganay,False,Middleweight,Orthodox,Orthodox,1,0.0,-2.539999999999992,0,3,1,2,-0.5800000000000001,-0.12999999999999995,0.6,-0.22999999999999998,-0.33999999999999997,0
Impa Kasanganay,Maki Pitolo,False,Middleweight,Orthodox,Orthodox,1,0.0,2.539999999999992,0,-3,-1,-2,0.5800000000000001,0.12999999999999995,-0.6,0.22999999999999998,0.33999999999999997,1
Mallory Martin,Hannah Cifers,False,Strawweight,Orthodox,Orthodox,0,2.5400000000000205,7.6200000000000045,0,-2,-2,-3,-0.1200000000000001,0.15999999999999998,-0.3,3.2399999999999998,-0.38,1
Hannah Cifers,Mallory Martin,False,Strawweight,Orthodox,Orthodox,0,-2.5400000000000205,-7.6200000000000045,0,2,2,3,0.1200000000000001,-0.15999999999999998,0.3,-3.2399999999999998,0.38,0
Alessio Di Chirico,Zak Cummings,False,Middleweight,Orthodox,Southpaw,1,-2.539999999999992,0.0,0,-6,-5,-1,0.73,0.09999999999999998,-0.8,1.2,0.21999999999999997,0
Zak Cummings,Alessio Di Chirico,False,Middleweight,Southpaw,Orthodox,1,2.539999999999992,0.0,0,6,5,1,-0.73,-0.09999999999999998,0.8,-1.2,-0.21999999999999997,1
Alex Caceres,Austin Springer,False,Featherweight,Southpaw,Orthodox,1,5.079999999999984,5.0800000000000125,0,-1,11,10,0.6799999999999997,-0.14,-0.40000000000000013,-3.6900000000000004,0.32,1
Austin Springer,Alex Caceres,False,Featherweight,Orthodox,Southpaw,1,-5.079999999999984,-5.0800000000000125,0,1,-11,-10,-0.6799999999999997,0.14,0.40000000000000013,3.6900000000000004,-0.32,0
Polyana Viana,Emily Whitmire,False,Strawweight,Orthodox,Orthodox,0,10.159999999999997,0.0,0,-1,-1,1,1.0500000000000003,0.09999999999999998,0.7000000000000001,0.1100000000000001,-0.29000000000000004,1
Emily Whitmire,Polyana Viana,False,Strawweight,Orthodox,Orthodox,0,-10.159999999999997,0.0,0,1,1,-1,-1.0500000000000003,-0.09999999999999998,-0.7000000000000001,-0.1100000000000001,0.29000000000000004,0
Sean Brady,Christian Aguilera,False,Welterweight,Orthodox,Switch,1,0.0,2.5400000000000205,0,-1,1,0,-4.64,0.12000000000000005,0.5,3.0,0.5,1
Christian Aguilera,Sean Brady,False,Welterweight,Switch,Orthodox,1,0.0,-2.5400000000000205,0,1,-1,0,4.64,-0.12000000000000005,-0.5,-3.0,-0.5,0
Pedro Munhoz,Frankie Edgar,False,Bantamweight,Orthodox,Orthodox,1,-7.6200000000000045,0.0,0,-5,-9,-4,1.69,0.019999999999999962,0.8,-1.42,-0.1,0
Frankie Edgar,Pedro Munhoz,False,Bantamweight,Orthodox,Orthodox,1,7.6200000000000045,0.0,0,5,9,4,-1.69,-0.019999999999999962,-0.8,1.42,0.1,1
Marcin Prachnio,Mike Rodriguez,False,Light Heavyweight,Orthodox,Southpaw,1,-20.319999999999993,-2.539999999999992,0,1,-1,0,-1.9099999999999997,-0.13,0.0,0.0,0.0,0
Mike Rodriguez,Marcin Prachnio,False,Light Heavyweight,Southpaw,Orthodox,1,20.319999999999993,2.539999999999992,0,-1,1,0,1.9099999999999997,0.13,0.0,0.0,0.0,1
Mariya Agapova,Shana Dobson,False,Flyweight,Southpaw,Orthodox,0,-2.539999999999992,0.0,0,-8,0,-3,0.20999999999999996,0.16999999999999998,0.8,-0.39,-0.25,0
Shana Dobson,Mariya Agapova,False,Flyweight,Orthodox,Southpaw,0,2.539999999999992,0.0,0,8,0,3,-0.20999999999999996,-0.16999999999999998,-0.8,0.39,0.25,1
Daniel Rodriguez,Dwight Grant,False,Welterweight,Southpaw,Switch,1,-5.079999999999984,0.0,0,-2,0,-1,5.7299999999999995,0.12,0.4,1.58,-0.17000000000000004,1
Dwight Grant,Daniel Rodriguez,False,Welterweight,Switch,Southpaw,1,5.079999999999984,0.0,0,2,0,1,-5.7299999999999995,-0.12,-0.4,-1.58,0.17000000000000004,0
Amanda Lemos,Mizuki Inoue,False,Strawweight,Southpaw,Orthodox,0,0.0,2.539999999999992,10,7,0,1,0.34999999999999964,0.19,1.3,2.59,1.0,1
Mizuki Inoue,Amanda Lemos,False,Strawweight,Orthodox,Southpaw,0,0.0,-2.539999999999992,-10,-7,0,-1,-0.34999999999999964,-0.19,-1.3,-2.59,-1.0,0
Austin Hubbard,Joe Solecki,False,Lightweight,Orthodox,Orthodox,1,2.539999999999992,2.5400000000000205,0,2,1,2,-0.14000000000000012,-0.28,-0.8,-3.1700000000000004,-0.22999999999999998,0
Joe Solecki,Austin Hubbard,False,Lightweight,Orthodox,Orthodox,1,-2.539999999999992,-2.5400000000000205,0,-2,-1,-2,0.14000000000000012,0.28,0.8,3.1700000000000004,0.22999999999999998,1
Ike Villanueva,Jordan Wright,False,Light Heavyweight,Orthodox,Orthodox,1,-10.160000000000025,-2.5400000000000205,20,8,0,1,-0.25,0.009999999999999953,0.0,0.0,0.0,0
Jordan Wright,Ike Villanueva,False,Light Heavyweight,Orthodox,Orthodox,1,10.160000000000025,2.5400000000000205,-20,-8,0,-1,0.25,-0.009999999999999953,0.0,0.0,0.0,1
Carlton Minus,Matthew Semelsberger,False,Welterweight,Orthodox,Orthodox,1,2.5400000000000205,-7.619999999999976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
Matthew Semelsberger,Carlton Minus,False,Welterweight,Orthodox,Orthodox,1,-2.5400000000000205,7.619999999999976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1
Timur Valiev,Trevin Jones,False,Catch Weight,Orthodox,Southpaw,1,-7.6200000000000045,-2.5400000000000205,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0
Trevin Jones,Timur Valiev,False,Catch Weight,Southpaw,Orthodox,1,7.6200000000000045,2.5400000000000205,-5,0,0,0,0.0,0.0,0.0,0.0,0.0,1
Stipe Miocic,Daniel Cormier,True,Heavyweight,Orthodox,Orthodox,1,20.319999999999993,12.699999999999989,5,-4,-6,1,0.7000000000000002,0.0,-0.5,0.2500000000000002,-0.07,1
Daniel Cormier,Stipe Miocic,True,Heavyweight,Orthodox,Orthodox,1,-20.319999999999993,-12.699999999999989,-5,4,6,-1,-0.7000000000000002,0.0,0.5,-0.2500000000000002,0.07,0
Sean O'Malley,Marlon Vera,False,Bantamweight,Switch,Switch,1,5.079999999999984,7.6200000000000045,-10,-2,-5,-5,3.16,0.09999999999999998,-0.10000000000000009,0.29999999999999993,0.08000000000000002,0
Marlon Vera,Sean O'Malley,False,Bantamweight,Switch,Switch,1,-5.079999999999984,-7.6200000000000045,10,2,5,5,-3.16,-0.09999999999999998,0.10000000000000009,-0.29999999999999993,-0.08000000000000002,1
Junior Dos Santos,Jairzinho Rozenstruik,False,Heavyweight,Orthodox,Orthodox,1,-2.539999999999992,0.0,-4,4,11,5,0.8200000000000003,0.0,0.1,0.33,0.55,0
Jairzinho Rozenstruik,Junior Dos Santos,False,Heavyweight,Orthodox,Orthodox,1,2.539999999999992,0.0,4,-4,-11,-5,-0.8200000000000003,0.0,-0.1,-0.33,-0.55,1
John Dodson,Merab Dvalishvili,False,Bantamweight,Orthodox,Orthodox,1,-5.0800000000000125,-7.619999999999976,0,6,6,4,-0.71,0.019999999999999962,-0.3,-7.91,-0.21999999999999997,0
Merab Dvalishvili,John Dodson,False,Bantamweight,Orthodox,Orthodox,1,5.0800000000000125,7.619999999999976,0,-6,-6,-4,0.71,-0.019999999999999962,0.3,7.91,0.21999999999999997,1
Jim Miller,Vinc Pichel,False,Lightweight,Southpaw,Orthodox,1,-2.539999999999992,-5.0800000000000125,0,-1,16,11,-0.48,-0.04999999999999999,1.5,-2.3200000000000003,-0.19,0
Vinc Pichel,Jim Miller,False,Lightweight,Orthodox,Southpaw,1,2.539999999999992,5.0800000000000125,0,1,-16,-11,0.48,0.04999999999999999,-1.5,2.3200000000000003,0.19,1
Ashley Yoder,Livinha Souza,False,Strawweight,Southpaw,Orthodox,0,15.23999999999998,10.159999999999997,0,3,0,3,1.31,0.04999999999999999,-1.4,-2.02,-0.12,0
Livinha Souza,Ashley Yoder,False,Strawweight,Orthodox,Southpaw,0,-15.23999999999998,-10.159999999999997,0,-3,0,-3,-1.31,-0.04999999999999999,1.4,2.02,0.12,1
Felice Herrig,Virna Jandiroba,False,Strawweight,Orthodox,Orthodox,0,2.539999999999992,2.539999999999992,0,3,4,2,2.56,-0.06,-1.2000000000000002,-3.0300000000000002,-0.16000000000000003,0
Virna Jandiroba,Felice Herrig,False,Strawweight,Orthodox,Orthodox,0,-2.539999999999992,-2.539999999999992,0,-3,-4,-2,-2.56,0.06,1.2000000000000002,3.0300000000000002,0.16000000000000003,1
Herbert Burns,Daniel Pineda,False,Featherweight,Orthodox,Orthodox,1,7.619999999999976,5.079999999999984,0,-3,-1,-4,-0.3900000000000001,0.010000000000000009,4.9,3.13,0.75,0
Daniel Pineda,Herbert Burns,False,Featherweight,Orthodox,Orthodox,1,-7.619999999999976,-5.079999999999984,0,3,1,4,0.3900000000000001,-0.010000000000000009,-4.9,-3.13,-0.75,1
TJ Brown,Danny Chavez,False,Featherweight,Switch,Orthodox,1,10.159999999999997,2.539999999999992,0,-3,0,1,3.47,0.54,0.7,8.33,0.85,0
Danny Chavez,TJ Brown,False,Featherweight,Orthodox,Switch,1,-10.159999999999997,-2.539999999999992,0,3,0,-1,-3.47,-0.54,-0.7,-8.33,-0.85,1
Chris Daukaus,Parker Porter,False,Heavyweight,Orthodox,Orthodox,1,15.960000000000008,15.960000000000008,-4,0,0,0,-8.54,-0.47,-1.9,-1.91,-1.0,1
Parker Porter,Chris Daukaus,False,Heavyweight,Orthodox,Orthodox,1,-15.960000000000008,-15.960000000000008,4,0,0,0,8.54,0.47,1.9,1.91,1.0,0
Derrick Lewis,Aleksei Oleinik,False,Heavyweight,Orthodox,Orthodox,1,-2.539999999999992,2.539999999999992,20,-8,6,1,-1.1900000000000004,-0.010000000000000009,-2.2,-1.9300000000000002,-0.22000000000000003,1
Aleksei Oleinik,Derrick Lewis,False,Heavyweight,Orthodox,Orthodox,1,2.539999999999992,-2.539999999999992,-20,8,-6,-1,1.1900000000000004,0.010000000000000009,2.2,1.9300000000000002,0.22000000000000003,0
Omari Akhmedov,Chris Weidman,False,Middleweight,Orthodox,Orthodox,1,-12.700000000000017,-5.0800000000000125,-20,-4,-2,-2,-0.1499999999999999,-0.07999999999999996,-0.8,-1.42,0.0,0
Chris Weidman,Omari Akhmedov,False,Middleweight,Orthodox,Orthodox,1,12.700000000000017,5.0800000000000125,20,4,2,2,0.1499999999999999,0.07999999999999996,0.8,1.42,0.0,1
Maki Pitolo,Darren Stewart,False,Middleweight,Orthodox,Orthodox,1,2.539999999999992,-5.079999999999984,-15,0,-3,-3,2.28,0.010000000000000009,0.7,0.6000000000000001,0.15999999999999998,0
Darren Stewart,Maki Pitolo,False,Middleweight,Orthodox,Orthodox,1,-2.539999999999992,5.079999999999984,15,0,3,3,-2.28,-0.010000000000000009,-0.7,-0.6000000000000001,-0.15999999999999998,1
Yana Kunitskaya,Julija Stoliarenko,False,Bantamweight,Orthodox,Orthodox,0,5.0800000000000125,-2.5400000000000205,0,3,2,1,1.25,0.16000000000000003,-0.7,2.39,0.53,1
Julija Stoliarenko,Yana Kunitskaya,False,Bantamweight,Orthodox,Orthodox,0,-5.0800000000000125,2.5400000000000205,0,-3,-2,-1,-1.25,-0.16000000000000003,0.7,-2.39,-0.53,0
Beneil Dariush,Scott Holtzman,False,Lightweight,Southpaw,Orthodox,1,7.6200000000000045,2.5400000000000205,0,-5,5,1,-0.6499999999999995,0.0,0.9000000000000001,-0.42999999999999994,-0.26999999999999996,1
Scott Holtzman,Beneil Dariush,False,Lightweight,Orthodox,Southpaw,1,-7.6200000000000045,-2.5400000000000205,0,5,-5,-1,0.6499999999999995,0.0,-0.9000000000000001,0.42999999999999994,0.26999999999999996,0
Tim Means,Laureano Staropoli,False,Welterweight,Orthodox,Orthodox,1,10.159999999999997,2.5400000000000205,0,9,9,8,0.5800000000000001,0.14,0.2,0.5800000000000001,0.19,1
Laureano Staropoli,Tim Means,False,Welterweight,Orthodox,Orthodox,1,-10.159999999999997,-2.5400000000000205,0,-9,-9,-8,-0.5800000000000001,-0.14,-0.2,-0.5800000000000001,-0.19,0
Kevin Holland,Joaquin Buckley,False,Middleweight,Orthodox,Orthodox,1,20.32000000000002,12.699999999999989,-15,1,4,2,4.29,0.55,1.1,1.26,0.43,1
Joaquin Buckley,Kevin Holland,False,Middleweight,Orthodox,Orthodox,1,-20.32000000000002,-12.699999999999989,15,-1,-4,-2,-4.29,-0.55,-1.1,-1.26,-0.43,0
